Symbol,Name,MarketCap,Sector,Industry
CIA,"Citizens, Inc.",281416117.8,Finance,Life Insurance
CIB,BanColombia S.A.,6566873843.0,Finance,Commercial Banks
CIDM,Cinedigm Corp,43142392.75,Consumer Services,Consumer Electronics/Video Chains
CIEN,Ciena Corporation,7114885139.0,Public Utilities,Telecommunications Equipment
CIFS,China Internet Nationwide Financial Services Inc.,11961564.29,Consumer Services,Professional Services
CIG,Comp En De Mn Cemig ADS,2755982659.0,Public Utilities,Electric Utilities: Central
CIGI,Colliers International Group Inc. ,2038838035.0,Finance,Real Estate
CIH,China Index Holdings Limited,89421488.8,Technology,EDP Services
CIIC,CIIG Merger Corp.,313734375.0,Finance,Business Services
CIICU,CIIG Merger Corp.,0.0,Finance,Business Services
CIICW,CIIG Merger Corp.,0.0,Finance,Business Services
CIM,Chimera Investment Corporation,1368622652.0,Consumer Services,Real Estate Investment Trusts
CINF,Cincinnati Financial Corporation,13382048183.0,Finance,Property-Casualty Insurers
CINR,Ciner Resources LP,206068221.8,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CIO,"City Office REIT, Inc.",455835242.5,Consumer Services,Real Estate Investment Trusts
CIR,"CIRCOR International, Inc.",207568796.6,Capital Goods,Metal Fabrications
CIT,CIT Group Inc (DEL),1938815815.0,Finance,Major Banks
CIVB,"Civista Bancshares, Inc. ",230746950.0,Finance,Major Banks
CIX,CompX International Inc.,177313562.3,Capital Goods,Industrial Machinery/Components
CIZN,Citizens Holding Company,108606210.6,Finance,Major Banks
CJJD,"China Jo-Jo Drugstores, Inc.",63897364.84,Health Care,Medical/Nursing Services
CKH,"SEACOR Holdings, Inc.",516182964.0,Transportation,Marine Transportation
CKPT,"Checkpoint Therapeutics, Inc.",95216615.38,Health Care,Major Pharmaceuticals
CKX,"CKX Lands, Inc.",16594152.04,Energy,Oil & Gas Production
CL,Colgate-Palmolive Company,61873393055.0,Consumer Non-Durables,Package Goods/Cosmetics
CLAR,Clarus Corporation,270514945.8,Consumer Non-Durables,Recreational Products/Toys
CLB,Core Laboratories N.V.,531552356.9,Energy,Oilfield Services/Equipment
CLBK,"Columbia Financial, Inc.",1716993992.0,Finance,Savings Institutions
CLBS,"Caladrius Biosciences, Inc.",24179798.73,Health Care,Misc Health and Biotechnology Services
CLCT,"Collectors Universe, Inc.",181619139.0,Miscellaneous,Business Services
CLDB,Cortland Bancorp,56973718.4,Finance,Savings Institutions
CLDR,"Cloudera, Inc.",2299534120.0,Technology,Computer Software: Prepackaged Software
CLDT,Chatham Lodging Trust (REIT),311332189.7,Consumer Services,Real Estate Investment Trusts
CLDX,"Celldex Therapeutics, Inc.",36555332.32,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLF,Cleveland-Cliffs Inc.,1379203644.0,Basic Industries,Precious Metals
CLFD,"Clearfield, Inc.",172083983.4,Public Utilities,Telecommunications Equipment
CLGX,"CoreLogic, Inc.",2812935246.0,Technology,EDP Services
CLH,"Clean Harbors, Inc.",2714442980.0,Basic Industries,Environmental Services
CLI,Mack-Cali Realty Corporation,1390640465.0,Consumer Services,Real Estate Investment Trusts
CLIR,ClearSign Technologies Corporation,22701171.85,Capital Goods,Industrial Machinery/Components
CLLS,Cellectis S.A.,232523338.7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLMT,"Calumet Specialty Products Partners, L.P.",113634268.9,Energy,Integrated oil Companies
CLNC,"Colony Credit Real Estate, Inc.",490359751.1,Consumer Services,Real Estate Investment Trusts
CLNE,Clean Energy Fuels Corp.,360542144.8,Public Utilities,Natural Gas Distribution
CLNY,"Colony Capital, Inc.",897232962.1,Consumer Services,Real Estate Investment Trusts
CLPR,Clipper Realty Inc.,86935599.36,Consumer Services,Real Estate Investment Trusts
CLPS,CLPS Incorporation,30085878.9,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc.,57784648.99,Health Care,Medical/Dental Instruments
CLR,"Continental Resources, Inc.",3913988805.0,Energy,Oil & Gas Production
CLRB,"Cellectar Biosciences, Inc.",14247188.16,Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",0.0,Health Care,Major Pharmaceuticals
CLRO,"ClearOne, Inc.",28639247.0,Public Utilities,Telecommunications Equipment
CLS,"Celestica, Inc.",514709516.8,Technology,Electrical Products
CLSD,"Clearside Biomedical, Inc.",95570028.54,Health Care,Major Pharmaceuticals
CLSK,"CleanSpark, Inc.",8025453.15,Basic Industries,Electric Utilities: Central
CLSN,Celsion Corporation,34230808.17,Health Care,Major Pharmaceuticals
CLUB,"Town Sports International Holdings, Inc.",11083829.27,Consumer Services,Hotels/Resorts
CLVS,"Clovis Oncology, Inc.",690417018.6,Health Care,Major Pharmaceuticals
CLW,Clearwater Paper Corporation,328572034.9,Basic Industries,Paper
CLWT,Euro Tech Holdings Company Limited,6495012.3,Consumer Durables,Diversified Electronic Products
CLX,Clorox Company (The),24072915643.0,Consumer Durables,Specialty Chemicals
CLXT,"Calyxt, Inc.",133942026.8,Basic Industries,Agricultural Chemicals
CM,Canadian Imperial Bank of Commerce,25430041304.0,Finance,Commercial Banks
CMA,Comerica Incorporated,4156975655.0,Finance,Major Banks
CMBM,Cambium Networks Corporation,145867120.1,Technology,Radio And Television Broadcasting And Communications Equipment
CMC,Commercial Metals Company,1837124947.0,Basic Industries,Steel/Iron Ore
CMCL,Caledonia Mining Corporation Plc,138766113.0,Basic Industries,Precious Metals
CMCM,Cheetah Mobile Inc.,280007100.2,Technology,Computer Software: Prepackaged Software
CMCO,Columbus McKinnon Corporation,577568122.7,Capital Goods,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation,169418000000.0,Consumer Services,Television Services
CMCT,CIM Commercial Trust Corporation,126587007.9,Consumer Services,Real Estate Investment Trusts
CMCTP,CIM Commercial Trust Corporation,184240872.0,Consumer Services,Real Estate Investment Trusts
CMD,Cantel Medical Corp.,1214938292.0,Health Care,Medical/Dental Instruments
CME,CME Group Inc.,66182502829.0,Finance,Investment Bankers/Brokers/Service
CMG,"Chipotle Mexican Grill, Inc.",22489036869.0,Consumer Services,Restaurants
CMI,Cummins Inc.,21640677380.0,Energy,Industrial Machinery/Components
CMLS,Cumulus Media Inc.,65582001.28,Consumer Services,Broadcasting
CMO,Capstead Mortgage Corporation,437631997.0,Consumer Services,Real Estate Investment Trusts
CMP,"Compass Minerals International, Inc.",1375679040.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPR,Cimpress PLC,1226158199.0,Miscellaneous,Publishing
CMRE,Costamare Inc.,594121815.0,Transportation,Marine Transportation
CMRX,"Chimerix, Inc.",95080594.84,Health Care,Major Pharmaceuticals
CMS,CMS Energy Corporation,16822272230.0,Public Utilities,Power Generation
CMS^B,CMS Energy Corporation,0.0,Public Utilities,Power Generation
CMSA,CMS Energy Corporation,0.0,Public Utilities,Power Generation
CMSC,CMS Energy Corporation,0.0,Public Utilities,Power Generation
CMSD,CMS Energy Corporation,0.0,Public Utilities,Power Generation
CMT,Core Molding Technologies Inc,19732473.6,Consumer Non-Durables,Plastic Products
CMTL,Comtech Telecommunications Corp.,418252315.7,Technology,Radio And Television Broadcasting And Communications Equipment
CNA,CNA Financial Corporation,8603997472.0,Finance,Property-Casualty Insurers
CNAT,Conatus Pharmaceuticals Inc.,11603036.35,Health Care,Major Pharmaceuticals
CNBKA,"Century Bancorp, Inc.",319041185.7,Finance,Major Banks
CNC,Centene Corporation,40149589394.0,Health Care,Medical Specialities
CNCE,"Concert Pharmaceuticals, Inc.",309113847.4,Health Care,Major Pharmaceuticals
CNDT,Conduent Incorporated,470380983.8,Miscellaneous,Business Services
CNET,"ChinaNet Online Holdings, Inc.",13942764.95,Technology,"Computer Software: Programming, Data Processing"
CNF,CNFinance Holdings Limited,222093344.2,Finance,Finance: Consumer Services
CNFR,"Conifer Holdings, Inc.",31750383.91,Finance,Property-Casualty Insurers
CNFRL,"Conifer Holdings, Inc.",0.0,Finance,Property-Casualty Insurers
CNHI,CNH Industrial N.V.,8344039785.0,Capital Goods,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company,55631629337.0,Transportation,Railroads
CNK,Cinemark Holdings Inc,1588961133.0,Consumer Services,Movies/Entertainment
CNMD,CONMED Corporation,1940166293.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNMD,CONMED Corporation,1940166293.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNB,"Cincinnati Bancorp, Inc.",22317187.5,Finance,Savings Institutions
CNNE,"Cannae Holdings, Inc.",2443830000.0,Consumer Services,Restaurants
CNO,"CNO Financial Group, Inc.",1777675588.0,Finance,Accident &Health Insurance
CNOB,"ConnectOne Bancorp, Inc.",534361044.3,Finance,Major Banks
CNP,"CenterPoint Energy, Inc.",7916181131.0,Public Utilities,Electric Utilities: Central
CNQ,Canadian Natural Resources Limited,15115684397.0,Energy,Oil & Gas Production
CNR,"Cornerstone Building Brands, Inc.",519421752.9,Capital Goods,Metal Fabrications
CNS,Cohen & Steers Inc,2269369824.0,Finance,Investment Managers
CNSL,"Consolidated Communications Holdings, Inc.",421646361.4,Public Utilities,Telecommunications Equipment
CNSP,"CNS Pharmaceuticals, Inc.",53134255.82,Health Care,Major Pharmaceuticals
CNST,"Constellation Pharmaceuticals, Inc.",1559598678.0,Health Care,Major Pharmaceuticals
CNTG,Centogene N.V.,317781440.0,Health Care,Medical Specialities
CNTY,"Century Casinos, Inc.",92926030.05,Consumer Services,Hotels/Resorts
CNX,CNX Resources Corporation,2409021761.0,Energy,Oil & Gas Production
CNXM,CNX Midstream Partners LP,1035560618.0,Public Utilities,Natural Gas Distribution
CNXN,"PC Connection, Inc.",1053003295.0,Consumer Services,Catalog/Specialty Distribution
CO,Global Cord Blood Corporation,362222203.5,Finance,Business Services
COCP,"Cocrystal Pharma, Inc.",45696108.6,Health Care,Major Pharmaceuticals
CODA,"Coda Octopus Group, Inc.",52644435.71,Capital Goods,Industrial Machinery/Components
CODI,Compass Diversified Holdings,1070413000.0,Consumer Durables,Home Furnishings
CODX,"Co-Diagnostics, Inc.",400056260.6,Health Care,Medical/Dental Instruments
COE,China Online Education Group,609637677.7,Consumer Services,Other Consumer Services
COF,Capital One Financial Corporation,24625201681.0,Finance,Major Banks
COFS,"ChoiceOne Financial Services, Inc.",181238325.0,Finance,Major Banks
COG,Cabot Oil & Gas Corporation,8537487424.0,Energy,Oil & Gas Production
COHN,Cohen & Company Inc.,4566324.717,Finance,Investment Bankers/Brokers/Service
COHR,"Coherent, Inc.",2621116920.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
COHU,"Cohu, Inc.",639334047.8,Capital Goods,Electrical Products
COKE,"Coca-Cola Consolidated, Inc.",2201879546.0,Consumer Non-Durables,Beverages (Production/Distribution)
COLB,"Columbia Banking System, Inc.",1811594849.0,Finance,Major Banks
COLD,Americold Realty Trust,6807231854.0,Consumer Services,Real Estate Investment Trusts
COLL,"Collegium Pharmaceutical, Inc.",669996961.2,Health Care,Major Pharmaceuticals
COLM,Columbia Sportswear Company,4698023462.0,Consumer Non-Durables,Apparel
COMM,"CommScope Holding Company, Inc.",1939173993.0,Technology,Radio And Television Broadcasting And Communications Equipment
CONE,CyrusOne Inc,7920855572.0,Consumer Services,Real Estate Investment Trusts
CONN,"Conn&#39;s, Inc.",122410232.1,Consumer Services,Consumer Electronics/Video Chains
COO,"The Cooper Companies, Inc. ",16249788115.0,Health Care,Ophthalmic Goods
COOP,Mr. Cooper Group Inc.,712734539.3,Finance,Finance: Consumer Services
COP,ConocoPhillips,37227047607.0,Energy,Integrated oil Companies
COR,CoreSite Realty Corporation,4493603608.0,Consumer Services,Real Estate Investment Trusts
CORE,"Core-Mark Holding Company, Inc.",1238513931.0,Consumer Non-Durables,Food Distributors
CORR,"CorEnergy Infrastructure Trust, Inc.",164637343.3,Consumer Services,Real Estate Investment Trusts
CORT,Corcept Therapeutics Incorporated,1412953206.0,Health Care,Major Pharmaceuticals
CORV,Correvio Pharma Corp.,26608776.77,Health Care,Major Pharmaceuticals
COST,Costco Wholesale Corporation,137808000000.0,Consumer Services,Department/Specialty Retail Stores
COTY,Coty Inc.,4320511988.0,Consumer Non-Durables,Package Goods/Cosmetics
COUP,Coupa Software Incorporated,11097046331.0,Technology,Computer Software: Prepackaged Software
COWN,Cowen Inc.,266215503.4,Finance,Investment Bankers/Brokers/Service
COWNL,Cowen Inc.,0.0,Finance,Investment Bankers/Brokers/Service
COWNZ,Cowen Inc.,0.0,Finance,Investment Bankers/Brokers/Service
CP,Canadian Pacific Railway Limited,29866693744.0,Transportation,Railroads
CPA,"Copa Holdings, S.A.",1528347237.0,Transportation,Air Freight/Delivery Services
CPAA,Conyers Park II Acquisition Corp.,570937500.0,Finance,Business Services
CPAAU,Conyers Park II Acquisition Corp.,0.0,Finance,Business Services
CPAAW,Conyers Park II Acquisition Corp.,0.0,Finance,Business Services
CPAC,Cementos Pacasmayo S.A.A.,580512881.8,Capital Goods,Building Materials
CPAH,CounterPath Corporation,12379193.75,Technology,Computer Software: Prepackaged Software
CPB,Campbell Soup Company,15479499160.0,Consumer Non-Durables,Packaged Foods
CPE,Callon Petroleum Company,163949682.8,Energy,Oil & Gas Production
CPF,CPB Inc.,416331636.5,Finance,Major Banks
CPG,Crescent Point Energy Corporation,479106930.3,Energy,Oil & Gas Production
CPHC,Canterbury Park Holding Corporation,44781414.73,Consumer Services,Services-Misc. Amusement & Recreation
CPHI,"China Pharma Holdings, Inc.",21066357.85,Health Care,Major Pharmaceuticals
CPIX,Cumberland Pharmaceuticals Inc.,60725768.0,Health Care,Major Pharmaceuticals
CPK,Chesapeake Utilities Corporation,1417586661.0,Public Utilities,Oil & Gas Production
CPLG,CorePoint Lodging Inc.,184602879.6,Consumer Services,Real Estate Investment Trusts
CPLP,Capital Product Partners L.P.,145970143.0,Transportation,Marine Transportation
CPRI,Capri Holdings Limited,1822257843.0,Consumer Non-Durables,Apparel
CPRT,"Copart, Inc.",16039207092.0,Consumer Durables,Automotive Aftermarket
CPRX,"Catalyst Pharmaceuticals, Inc.",502566277.1,Health Care,Major Pharmaceuticals
CPS,Cooper-Standard Holdings Inc.,171546946.7,Capital Goods,Auto Parts:O.E.M.
CPSH,CPS Technologies Corp.,13339510.36,Capital Goods,Building Materials
CPSI,"Computer Programs and Systems, Inc.",333066067.2,Technology,EDP Services
CPSS,"Consumer Portfolio Services, Inc.",57299651.72,Finance,Finance: Consumer Services
CPST,Capstone Turbine Corporation,11762114.22,Energy,Industrial Machinery/Components
CPT,Camden Property Trust,8303126530.0,Consumer Services,Real Estate Investment Trusts
CQP,"Cheniere Energy Partners, LP",14859264276.0,Public Utilities,Oil/Gas Transmission
CR,Crane Co.,3021489347.0,Capital Goods,Metal Fabrications
CRAI,"CRA International,Inc.",268698793.6,Miscellaneous,Other Consumer Services
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",424794031.1,Health Care,Major Pharmaceuticals
CRC,California Resources Corporation,74531925.41,Energy,Oil & Gas Production
CREE,"Cree, Inc.",3818163622.0,Technology,Semiconductors
CREG,China Recycling Energy Corporation,5473804.05,Miscellaneous,Business Services
CRESY,Cresud S.A.C.I.F. y A.,126504078.3,Finance,Real Estate
CREX,"Creative Realities, Inc.",7444177.96,Technology,EDP Services
CREXW,"Creative Realities, Inc.",0.0,Technology,EDP Services
CRH,CRH PLC,21032976501.0,Capital Goods,Building Materials
CRHM,CRH Medical Corporation,144649339.7,Health Care,Medical/Nursing Services
CRI,"Carter&#39;s, Inc.",3242457404.0,Consumer Non-Durables,Apparel
CRIS,"Curis, Inc.",28537859.25,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRK,"Comstock Resources, Inc.",1337462783.0,Energy,Oil & Gas Production
CRL,"Charles River Laboratories International, Inc.",7138671622.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,Salesforce.com Inc,145670000000.0,Technology,Computer Software: Prepackaged Software
CRMD,CorMedix Inc.,109210270.6,Health Care,Major Pharmaceuticals
CRMT,"America&#39;s Car-Mart, Inc.",374557049.3,Consumer Durables,Automotive Aftermarket
CRNC,Cerence Inc.,739701813.9,Technology,Computer Software: Prepackaged Software
CRNT,Ceragon Networks Ltd.,181917695.3,Technology,Radio And Television Broadcasting And Communications Equipment
CRNX,"Crinetics Pharmaceuticals, Inc.",392333329.1,Health Care,Major Pharmaceuticals
CRON,Cronos Group Inc.,2117322055.0,Consumer Durables,Specialty Chemicals
CROX,"Crocs, Inc.",1555835628.0,Consumer Non-Durables,Shoe Manufacturing
CRS,Carpenter Technology Corporation,918694050.8,Basic Industries,Steel/Iron Ore
CRSA,Crescent Acquisition Corp,311250000.0,Finance,Business Services
CRSAU,Crescent Acquisition Corp,317187500.0,Finance,Business Services
CRSAW,Crescent Acquisition Corp,0.0,Finance,Business Services
CRSP,CRISPR Therapeutics AG,3255081194.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRT,Cross Timbers Royalty Trust,31620000.0,Energy,Oil & Gas Production
CRTO,Criteo S.A.,605183622.8,Technology,Advertising
CRTX,"Cortexyme, Inc.",1237343043.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRUS,"Cirrus Logic, Inc.",4044167097.0,Technology,Semiconductors
CRVL,CorVel Corp.,935832149.8,Finance,Specialty Insurers
CRVS,"Corvus Pharmaceuticals, Inc.",69883082.5,Health Care,Major Pharmaceuticals
CRWD,"CrowdStrike Holdings, Inc.",14590166616.0,Technology,Computer Software: Prepackaged Software
CRWS,"Crown Crafts, Inc.",43818938.17,Basic Industries,Textiles
CRY,"CryoLife, Inc.",768294751.4,Health Care,Medical/Dental Instruments
CS,Credit Suisse Group,19806711760.0,Finance,Investment Bankers/Brokers/Service
CSBR,"Champions Oncology, Inc.",87711609.44,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,"Cisco Systems, Inc.",180407000000.0,Technology,Computer Communications Equipment
CSFL,CenterState Bank Corporation,2004605835.0,Finance,Major Banks
CSGP,"CoStar Group, Inc.",22116196311.0,Miscellaneous,Business Services
CSGS,"CSG Systems International, Inc.",1582055361.0,Technology,EDP Services
